Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
ABZPY,ABOITIZ POWER UNSP/ADR,Pink Limited,12.950000,,0,ADRs,Philippines,
SEUSF,SINATRA ENERGY,OTCQX,0.338800,-0.025036,273765,Foreign Ordinary Shares,Canada,Ontario
XBOTF,REALBOTIX CORP,OTCQB,0.277700,-0.023249,333788,Foreign Ordinary Shares,Canada,Ontario
CCTC,CATALYST CREW TECHS CORP,OTCID,0.650100,,4,Common Stock,USA,Wyoming
SHCMF,SEARCH MINERALS INC,Pink Limited,0.330000,,0,Foreign Ordinary Shares,Canada,British Columbia
MRLLF,MINERA IRL LTD ORD,Pink Limited,0.005000,,0,Foreign Ordinary Shares,Peru,
MRLLY,MINERA IRL LTD UNSP/ADR,Pink Limited,3.250000,,0,ADRs,Peru,
MINXF,MERCANTILE INVST TR NEW,Pink Limited,3.350000,,0,Foreign Ordinary Shares,United Kingdom,
VHLUF,VITASORA HEALTH LTD,Pink Limited,0.005000,,0,Foreign Ordinary Shares,Australia,Victoria
KGBLF,KINGBOARD LAMINATES HLDGS,Pink Limited,0.750000,,0,Foreign Ordinary Shares,Hong Kong,
KGBLY,KINGBOARD LMNTS UNSP/ADR,Pink Limited,40.100000,,0,ADRs,Hong Kong,
ALKEF,ALKANE RES LTD ORD,OTCQX,1.180000,0.008030,455153,Foreign Ordinary Shares,Australia,Western Australia
SIGGF,SIGMA HEALTHCARE LTD ORD,Pink Limited,2.150000,0.007026,3000,Foreign Ordinary Shares,Australia,Victoria
CDNMF,EGR EXPL LTD,Pink Limited,0.050000,,0,Foreign Ordinary Shares,Canada,British Columbia
BSPDF,PT BUMI SERPONG DAMAI ORD,Pink Limited,0.026000,,0,Foreign Ordinary Shares,Indonesia,
BSPDY,PT BUMI SERPONG U/ADR,Pink Limited,22.000000,,0,ADRs,Indonesia,
FSHYF,SHOUGANG FUSHAN RES GRP,Pink Limited,0.430000,,0,Foreign Ordinary Shares,China,Hong Kong
SHOUY,SHOUGANG FUSHAN UNSP/ADR,Pink Limited,0.000000,,0,ADRs,China,Hong Kong
CATPF,GIYANI METALS CORP ORD,Pink Limited,0.078000,-0.025000,21000,Foreign Ordinary Shares,Canada,Ontario
GNZUF,GUANGZHOU AUTOMOBILE ORD,Pink Limited,0.523300,0.158256,289,Foreign Ordinary Shares,China,
GNZUY,GUANGZHOU AUTOMOBILE ADR,Pink Limited,4.400000,,0,ADRs,China,
DLMAF,DOLLARAMA INC ORD,Pink Limited,137.710000,0.004523,584,Foreign Ordinary Shares,Canada,Quebec
DLMAY,DOLLARAMA INC U/ADR,Pink Limited,11.652500,,48,ADRs,Canada,Quebec
SIUDF,SHANGHAI INDL URBAN DEV,Pink Limited,0.007080,,0,Foreign Ordinary Shares,,
NNCSF,NANOSONICS LTD ORD,Pink Limited,3.000000,0.153846,1100,Foreign Ordinary Shares,Australia,New South Wales
FOBIF,FOBI AI INC,Pink Limited,0.040000,0.000000,9925,Foreign Ordinary Shares,Canada,British Columbia
BCRD,BLUEONE CARD INC,OTCQX,7.500000,,0,Common Stock,USA,California
DCNSF,DAI-ICHI LIFE HLDGS INC,Pink Limited,7.850000,,0,Foreign Ordinary Shares,Japan,
CLMPF,CANADIAN PREM SAND,Pink Limited,0.199600,,0,Foreign Ordinary Shares,Canada,Alberta
DLICY,DAI-ICHI LIFE HLDGS U/ADR,Pink Limited,17.560000,0.027501,62923,ADRs,Japan,
GCUMF,GUNNISON COPPER CORP,OTCQB,0.449176,0.009384,547610,Foreign Ordinary Shares,USA,Arizona
RTLGF,ST. AUGUSTINE GOLD & COPP,Pink Limited,0.280300,0.019124,20170,Foreign Ordinary Shares,Singapore,
SAGRF,SUNSHINE AGRI-TECH INC,Pink Limited,0.084000,,0,Foreign Ordinary Shares,Canada,British Columbia
ANLBF,ANTON RES INC NEW,Pink Limited,0.500000,0.190476,400,Foreign Ordinary Shares,Canada,British Columbia
SUUFF,STRATHMORE PLUS URANIUM,OTCQB,0.156000,0.056481,19980,Foreign Ordinary Shares,Canada,British Columbia
GOMRF,GEOMEGA RESOURCES INC ORD,OTCQB,0.277000,0.007273,7500,Foreign Ordinary Shares,Canada,Quebec
LSLPF,LSL PROPERTY SVCS PLC ORD,Pink Limited,3.410000,,0,Foreign Ordinary Shares,United Kingdom,
MRHLF,MIRAIT ONE CORP,Pink Limited,13.020000,,0,Foreign Ordinary Shares,,
OSCI,OSCEOLA GOLD INC,OTCID,0.095000,0.187500,387312,Common Stock,USA,Nevada
TTSH,TILE SHOP HLDGS INC,Pink Limited,3.500000,0.014493,206327,Common Stock,USA,Minnesota
BBMPY,BBMG CORP UNSP/ADR,Pink Limited,1.520000,,0,ADRs,China,
PNDRY,PANDORA A/S U/ADR,Pink Limited,9.690000,0.002068,77601,ADRs,Denmark,
PNDZF,PANDORA A/S ORD,Pink Limited,78.975000,,0,Foreign Ordinary Shares,Denmark,
BJWTF,BEIJING ENTERPRS WTR GRP,Pink Limited,0.286000,,0,Foreign Ordinary Shares,Hong Kong,
BJWTY,BEIJING ENTERPRS WTR ADR,Pink Limited,22.000000,,0,ADRs,Hong Kong,
FYMNF,FINLAY MINERALS LTD ORD,OTCQB,0.092200,0.088805,7510,Foreign Ordinary Shares,Canada,British Columbia
KBGGY,KONGSBERG GRUPPEN U/ADS,Pink Limited,16.810000,-0.001188,25067,ADRs,Norway,
NSKFF,KONGSBERG GRUPPEN ASA,Pink Limited,34.000000,0.005322,356,Foreign Ordinary Shares,Norway,
CLIUF,CITY OF LONDON INVST GRP,Pink Limited,4.995000,,0,Foreign Ordinary Shares,United Kingdom,
TLSS,TRANSPORTATION & LOGISTIC,OTCID,0.000100,0.000000,178654,Common Stock,USA,New Jersey
TSGZF,TRISTAR GOLD INC ORD,OTCQB,0.157000,-0.012765,152284,Foreign Ordinary Shares,USA,Arizona
CATWF,CHINA TONTINE WINES LTD,Pink Limited,0.071000,,0,Foreign Ordinary Shares,China,
CMULF,CYCLONE METALS LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Australia,Western Australia
GPHOF,GRAPHITE ONE INC,OTCQX,1.700000,-0.056604,639702,Foreign Ordinary Shares,Canada,British Columbia
AVPMF,AVRUPA MINERALS LTD,Pink Limited,0.050000,,0,Foreign Ordinary Shares,Canada,British Columbia
TRMLF,TOURMALINE OIL CORP,Pink Limited,47.033000,0.001128,238730,Foreign Ordinary Shares,Canada,Alberta
TRMOY,TOURMALINE OIL CORP U/ADR,Pink Limited,45.530000,,0,ADRs,Canada,Alberta
OLYFF,OLYMPIA FINANCIAL GROUP,Pink Limited,74.940000,,0,Foreign Ordinary Shares,Canada,Alberta
MMRGF,MINAURUM SILVER INC,OTCQX,0.385900,-0.073469,1459361,Foreign Ordinary Shares,Canada,British Columbia
MOGLF,MONGOLIAN MINING CORP,OTCQX,1.780000,0.078788,18600,Foreign Ordinary Shares,Mongolia,
RKHNF,ROCKHAVEN RESOURCES LTD,Pink Limited,0.140000,-0.125000,136287,Foreign Ordinary Shares,Canada,British Columbia
DRCR,DEAR CASHMERE HOLDING CO,OTCID,0.020000,0.086661,23200,Common Stock,USA,New York
CCARF,COLONIAL COAL INTL ORD,Pink Limited,2.450000,0.042553,31560,Foreign Ordinary Shares,Canada,British Columbia
AUTR,AUTRIS,OTCID,0.680000,,0,Common Stock,Panama,
AAGIY,AIA GROUP LTD S/ADR,Pink Limited,46.430000,0.030404,236343,ADRs,Hong Kong,
AAIGF,AIA GROUP LTD ORD,Pink Limited,11.794000,0.047425,43317,Foreign Ordinary Shares,Hong Kong,
SMNUF,PT SARANA MENARA NUSA ORD,Pink Limited,0.030000,,0,Foreign Ordinary Shares,Indonesia,
FCSMF,FOCUS GRAPHITE INC,OTCQB,0.309100,-0.006620,97700,Foreign Ordinary Shares,Canada,Ontario
LOMLF,LION ONE METALS LTD,OTCQX,0.275000,-0.017857,422966,Foreign Ordinary Shares,Canada,British Columbia
LOMWF,LION ONE METALS LTD WT,OTCID,0.088300,,0,Warrants,Canada,British Columbia
MDRM,MODERN MOBILITY AIDS INC,OTCID,0.003600,,0,Common Stock,Canada,Ontario
EREPF,ZONTE METALS INC ORD,Pink Limited,0.100000,,0,Foreign Ordinary Shares,Canada,Nova Scotia
ASPU,ASPEN GROUP INC,OTCQB,0.140000,-0.034816,283,Common Stock,USA,Arizona
TPNEF,HEMLO MINING CORP,Pink Limited,4.980000,-0.013861,11960,Foreign Ordinary Shares,Canada,Ontario
NBLXF,NOBLE PLAINS URANIUM CORP,OTCQB,0.121100,-0.031200,33470,Foreign Ordinary Shares,Canada,British Columbia
GGSM,GOLD AND GEMSTONE MNG INC,Pink Limited,0.000600,0.000000,78471556,Common Stock,Indonesia,
MAJI,MARIJUANA INC,OTCID,0.055000,-0.026549,39036,Common Stock,USA,Florida
CZYRF,CAZALY RESOURCES LIMITED,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
HENI,HINTO ENERGY INC,OTCID,0.030000,,0,Common Stock,USA,Maryland
TMGI,THE MARQUIE GROUP INC,OTCID,0.090000,0.800000,2402390,Common Stock,USA,Florida
FWFW,FLYWHEEL ADVANCED TECH,OTCID,0.068300,,0,Common Stock,USA,Nevada
AFDG,AFRICAN DISCOVERY GRP INC,OTCID,0.038750,-0.442446,11100,Common Stock,USA,New York
ALEDY,ALLIED GROUP LTD UNSP/ADR,Pink Limited,5.000000,,0,ADRs,Hong Kong,
ZTMUF,ZIMTU CAPITAL CORP,Pink Limited,0.400000,,0,Foreign Ordinary Shares,Canada,British Columbia
CROMF,CROMBIE REAL ESTATE INVST,Pink Limited,11.490000,,2509,Units,Canada,Nova Scotia
BDCC,BLACKWELL 3D CONSTR CP,Pink Limited,0.031000,0.127273,42821,Common Stock,United Arab Emirates,
BGAVF,BRAVADA GOLD CORP NEW,Pink Limited,0.083200,-0.028037,706163,Foreign Ordinary Shares,Canada,British Columbia
IMIAF,IMI  PLC ORD,Pink Limited,34.000000,,0,Foreign Ordinary Shares,United Kingdom,
IMIUY,IMI PLC UNSP/ADR,Pink Limited,38.260000,0.013913,6572,ADRs,United Kingdom,
DTWHF,DAETWYLER HOLDINGS AG ORD,Pink Limited,64.000000,,0,Foreign Ordinary Shares,,
OFED,OCONEE FEDERAL FINCL CORP,OTCQX,15.300000,,0,Common Stock,USA,South Carolina
APEMY,APERAM NEW YORK REGISTRY,Pink Limited,43.000000,,63,ETFs,Luxembourg,
ITFS,ITAFOS INC,OTCQX,2.160000,-0.031390,29996,Foreign Ordinary Shares,USA,Texas
AIRRF,AURION RESOURCES LTD ORD,OTCQX,1.140000,-0.018088,58875,Foreign Ordinary Shares,Canada,Newfoundland
PMETF,PMET RES INC,OTCQX,5.120000,-0.011583,45333,Foreign Ordinary Shares,Canada,Quebec
TGIFF,1933 INDS INC,OTCID,0.009650,0.102857,245152,Foreign Ordinary Shares,Canada,British Columbia
WWHZF,WORLDWIDE HLTHCE TRST PLC,Pink Limited,3.710000,,0,Foreign Ordinary Shares,United Kingdom,
HDRSF,HIGHLAND COPPER CO INC,OTCQB,0.148700,0.093382,1224250,Foreign Ordinary Shares,Canada,British Columbia
CGMLF,CHALICE MINING LTD,Pink Limited,1.850000,0.088235,100,Foreign Ordinary Shares,Australia,Western Australia
MLGCF,M3 METALS CORP,OTCQB,0.190000,,0,Foreign Ordinary Shares,Canada,British Columbia
OCDDY,OCADO GROUP PLC SPNS/ADR,Pink Limited,6.200000,-0.077381,1137,ADRs,United Kingdom,
OCDGF,OCADO GROUP PLC,Pink Limited,3.210000,,0,Foreign Ordinary Shares,United Kingdom,
ESSI,ECO SCIENCE SOLUTIONS INC,OTCID,0.011113,0.038598,21351,Common Stock,USA,California
PGZFF,PAN GLOBAL RESOURCE INC,OTCQB,0.125000,-0.007149,219205,Foreign Ordinary Shares,Canada,British Columbia
RHRYF,RHYOLITE RESOURCES LTD,Pink Limited,0.139100,,0,Foreign Ordinary Shares,Canada,British Columbia
CSYJF,CCSE GLOBAL LTD,Pink Limited,0.865400,,0,Foreign Ordinary Shares,Singapore,
CSYJY,CSE GLOBAL LTD UNSP/ADR,Pink Limited,3.400000,,0,ADRs,Singapore,
XERI,XERIANT INC,OTCQB,0.009725,-0.017677,4439121,Common Stock,USA,Florida
TWOH,TWO HANDS CORP,OTCID,0.001600,0.000000,13585380,Foreign Ordinary Shares,USA,New York
AITX,ARTIFICIAL INTL SLTNS,OTCID,0.000550,-0.083333,211359300,Common Stock,USA,Michigan
BLMH,BLUM HOLDINGS INC.,OTCQB,0.430000,-0.092444,5417,Common Stock,USA,California
GEODF,GEODRILL LTD ORD,OTCQX,2.820000,0.014388,21360,Foreign Ordinary Shares,Isle of Man,
RENGF,RENEGADE GOLD INC,OTCQB,0.290500,-0.151329,2645,Foreign Ordinary Shares,Canada,British Columbia
URGYF,BEDFORD METALS CORP,Pink Limited,0.165800,,0,Foreign Ordinary Shares,Canada,British Columbia
HIGR,HI-GREAT GROUP HLDG CO,OTCID,0.120000,,0,Common Stock,USA,California
QRNNF,AURIZON HOLDINGS LTD,Pink Limited,2.450000,,0,Foreign Ordinary Shares,Australia,Queensland
CMPRF,GENTERA SAB DE CV ORD,Pink Limited,2.330000,,0,Foreign Ordinary Shares,,
CMPRY,COMPARTAMOS SAB DE CV ADR,Pink Limited,0.000000,,0,ADRs,,
RTEXF,RATIO ENERGIES LTD UTS,Pink Limited,0.350000,,0,Fund,,
USCUF,US COPPER CORP,OTCQB,0.130540,-0.033037,203981,Foreign Ordinary Shares,Canada,Ontario
QCXGF,QCX GOLD CORP,Pink Limited,0.216000,0.014156,1000,Foreign Ordinary Shares,Canada,Ontario
HGLD,PATAGONIA GOLD CORP,Pink Limited,0.820000,0.000000,343170,Foreign Ordinary Shares,USA,Washington
VNTH,NANO MOBILE HEALTHCARE,Pink Limited,0.000200,,0,Common Stock,USA,California
CRZNF,CORAZON MINNG LTD ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Australia,Western Australia
BLTH,AMERICAN BATTERY MATERIAL,OTCID,4.750000,0.000000,350,Common Stock,USA,Connecticut
AGRDF,MINNOVA CORP ORD,Pink Limited,0.330000,-0.175000,35500,Foreign Ordinary Shares,Canada,Ontario
XJNGF,GOLDWIND SCI&TECH CO H,Pink Limited,2.000000,,0,Foreign Ordinary Shares,,
XNJJY,GOLDWIND SCI&TECH CO ADR,Pink Limited,11.000000,,0,ADRs,,
JMXXF,JUPITER MINES LTD,Pink Limited,0.201950,,0,Foreign Ordinary Shares,,
MKSEF,MARKSMEN ENERGY INC ORD,Pink Limited,0.007000,,0,Foreign Ordinary Shares,Canada,Alberta
MNXXF,MANGANESE X ENERGY CP NEW,OTCQB,0.111690,-0.030973,42290,Foreign Ordinary Shares,Canada,Quebec
VTKLF,VTECH HOLDINGS ORD,Pink Limited,7.680000,,0,Foreign Ordinary Shares,Hong Kong,
VTKLY,VTECH HOLDINGS UNSP/ADR,Pink Limited,7.725000,-0.015924,1682,ADRs,Hong Kong,
PFRRF,PETROFRONTIER CORP ORD,Pink Limited,0.004100,,0,Foreign Ordinary Shares,Canada,Alberta
AEFSF,AEFFE SPA,Pink Limited,0.895000,,0,Foreign Ordinary Shares,,
BRYGF,TERRA ROSSA GOLD LTD,Pink Limited,0.021000,,14,Foreign Ordinary Shares,Canada,British Columbia
MKTSF,DEEPMARKIT CORP,OTCID,0.457800,,0,Foreign Ordinary Shares,Canada,Alberta
KRLTF,KARNALYTE RESOURCES INC,Pink Limited,0.137960,0.026488,4011,Foreign Ordinary Shares,Canada,Saskatchewan
PZZPF,PAZ OIL CO LTD ORD,Pink Limited,140.000000,,0,Foreign Ordinary Shares,,
BKTSF,BECKETTS INC,Pink Limited,0.011700,0.083333,48000,Foreign Ordinary Shares,Canada,Ontario
CTGL,CITRINE GLOBAL CORP,OTCQB,0.155700,0.046019,5321,Common Stock,USA,Maryland
NASC,NASCENT PHARMA HOLDINGS,Pink Limited,0.026300,0.076986,55816,Common Stock,USA,New York
BBBXF,BRIXTON METALS CORP,OTCQB,0.095000,0.172840,17006770,Foreign Ordinary Shares,Canada,British Columbia
LKFKY,LUK FOOK HLDGS INTL U/ADR,Pink Limited,13.010000,,0,ADRs,China,Hong Kong
LKFLF,LUK FOOK HLDGS INTL ORD,Pink Limited,4.250000,,0,Foreign Ordinary Shares,China,Hong Kong
PXGYF,PAX GLOBAL TECHNOLOGY LTD,Pink Limited,0.614850,,0,Foreign Ordinary Shares,China,Hong Kong
GLAI,GLOBAL AI INC,OTCQB,2.120000,0.060000,895,Common Stock,USA,Florida
FNCSF,NORTH AMER FINCL 15 SPLIT,Pink Limited,7.030000,0.024781,100,Foreign Ordinary Shares,Canada,Ontario
LPKFF,LPKF LASER & ELECT AG ORD,Pink Limited,9.000000,,13,Foreign Ordinary Shares,Germany,
GUYGF,G2 GOLDFIELDS INC,OTCQX,5.570000,-0.029617,242400,Foreign Ordinary Shares,Canada,Ontario
BVLDF,BOLD VENTURES INC,Pink Limited,0.034900,,0,Foreign Ordinary Shares,Canada,Ontario
MYGSF,MYER HLDGS LTD ORD,Pink Limited,0.970000,,0,Foreign Ordinary Shares,Australia,Victoria
SVROF,SILVER PREDATOR CORP,Pink Limited,0.127500,-0.061672,100,Foreign Ordinary Shares,Canada,Ontario
TPRKY,TRAVIS PERKINS S/ADR,Pink Limited,8.690000,-0.027420,2397,ADRs,United Kingdom,England
TVPKF,TRAVIS PERKINS PLC NEW,Pink Limited,8.150000,,0,Foreign Ordinary Shares,United Kingdom,England
FCSUF,FOCUS MINERALS LTD,Pink Limited,2.020000,,0,Foreign Ordinary Shares,Australia,
SBBSF,ALPHA INTEGRATED REIT,Pink Limited,0.390000,0.021745,6847,Foreign Ordinary Shares,Singapore,
SBMSF,DANAKALI LTD ORD,Pink Limited,0.050000,,0,Foreign Ordinary Shares,Australia,Western Australia
CMTDF,SUMITOMO MITSUI TR GRP,OTCID,29.900000,,25,Foreign Ordinary Shares,Japan,
SUTNY,SUMITOMO MITSUI TR S/ADR,OTCID,6.690000,0.016717,240513,ADRs,Japan,
TTEXF,BULLION GOLD RES ORD,Pink Limited,0.056100,,0,Foreign Ordinary Shares,Canada,British Columbia
KSTBF,KESTREL GOLD INC,Pink Limited,0.044000,0.100000,5000,Foreign Ordinary Shares,Canada,Alberta
GLGDF,GOGOLD RESOURCES INC ORD,OTCQX,2.756500,-0.031107,1888005,Foreign Ordinary Shares,Canada,Nova Scotia
ZUKI,ZUKI INC,OTCID,0.090050,0.029437,6229,Common Stock,USA,Nevada
IWAL,IWALLET CORPORATION,Pink Limited,0.018900,,0,Common Stock,USA,Nevada
NWPP,NEW PEOPLES BNKSHS INC,OTCID,4.000000,,0,Common Stock,USA,Virginia
MRVSY,MINERVA SA S/ADR,OTCID,4.900000,0.069869,200,ADRs,Brazil,
FRZT,FREEZE TAG INC,Pink Limited,0.006500,0.015625,56161,Common Stock,USA,California
NRGT,ENERGY TODAY INC,OTCID,0.008500,0.000000,137000,Common Stock,USA,Wyoming
TFGL,TRACKER FINANCIAL GROUP,Pink Limited,3.150000,0.369565,18372,Common Stock,China,Hong Kong
KLGLF,KULA GOLD LTD SYDNEY NSW,Pink Limited,0.030000,,0,Foreign Ordinary Shares,,
LGDTF,LIBERTY GOLD CORP ORD,OTCQX,0.865000,0.058752,1539967,Foreign Ordinary Shares,Canada,British Columbia
BTSDF,HEALTH & HAPPINESS ORD,Pink Limited,1.590000,,0,Foreign Ordinary Shares,Hong Kong,
SVVC,FIRSTHAND TEC VAL FUND,OTCQB,0.018170,-0.091500,119,Common Stock,USA,California
HAYAF,HAYASA METALS INC,OTCQB,0.060100,-0.102985,61975,Foreign Ordinary Shares,Canada,British Columbia
CCLTF,CHORI CO LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
CUYRF,C UYEMURA & CO LTD,Pink Limited,72.430000,,0,Foreign Ordinary Shares,,
EDRVF,EDP RENOVAIS SA ORD,Pink Limited,14.890000,,80,Foreign Ordinary Shares,,
EDRVY,EDP RENOVAVEIS UNSP/ADR,Pink Limited,28.080000,,35,ADRs,,
SHPNF,SHOAL POINT ENERGY LTD,Pink Limited,0.006000,,0,Foreign Ordinary Shares,Canada,British Columbia
JMBRF,JAMES BAY RES LTD ORD,Pink Limited,0.010000,,0,Foreign Ordinary Shares,Canada,Ontario
PSBAF,PT SUMBER ALFARA TRIJ ORD,Pink Limited,0.121000,,0,Foreign Ordinary Shares,Indonesia,
PSBTY,PT SUMBER ALFARIA ADS,Pink Limited,0.000000,,0,ADRs,Indonesia,
VSSPY,VALID SOLUCOES S/ADR,Pink Limited,3.850000,,0,ADRs,Brazil,
CZASF,CHINA ZHENGTONG AUTO SVC,Pink Limited,0.010100,,0,Foreign Ordinary Shares,China,
ATMH,ALL THINGS MOBILE ANLYTIC,OTCID,0.065000,-0.029851,41010,Common Stock,USA,Florida
HCTPF,HUTCHISON PORT HLDGS TR,Pink Limited,0.206000,,0,Foreign Ordinary Shares,Singapore,
HUPHY,HUTCHISON PORT H UNSP/ADR,Pink Limited,4.300000,,0,ADRs,Singapore,
SPXSF,SPIRAX GROUP PLC,Pink Limited,92.500000,,0,Foreign Ordinary Shares,United Kingdom,England
SPXSY,SPIRAX GROUP PLC UNSP/ADR,Pink Limited,50.010000,-0.012636,3060,ADRs,United Kingdom,England
PTMYF,PT MAYORA INDAH ORD,Pink Limited,0.140000,,0,Foreign Ordinary Shares,,
REDLD,VAULT MINERALS LTD NEW,Pink Limited,4.550000,0.043578,4400,Foreign Ordinary Shares,Australia,Western Australia
TSRYF,TREASURY WINE EST ORD,Pink Limited,3.520000,,0,Foreign Ordinary Shares,Australia,Victoria
TSRYY,TREASURY WINE EST S/ADR,Pink Limited,3.760000,0.038674,459253,ADRs,Australia,Victoria
PIQLF,PROTEOMICS INTL LAB LTD,Pink Limited,0.260000,,0,Foreign Ordinary Shares,,
NXOPF,NEXOPTIC TECHNOLOGY CORP,Pink Limited,0.001850,-0.314815,2454,Foreign Ordinary Shares,Canada,British Columbia
MXTRF,MONTERO MNG & EXP LTD,Pink Limited,0.400000,,0,Foreign Ordinary Shares,Canada,British Columbia
KPEA,KUN PENG INTL LTD,OTCQB,0.064000,,0,Common Stock,China,
ANTMF,ANTILLES GOLD LTD,Pink Limited,0.007000,,0,Foreign Ordinary Shares,Australia,New South Wales
BDLNF,BADLANDS RES INC,Pink Limited,0.152246,,60,Foreign Ordinary Shares,Canada,British Columbia
OTSKF,OTSUKA HOLDINGS CO LTD,Pink Limited,59.610000,,0,Foreign Ordinary Shares,Japan,
OTSKY,OTSUKA HOLDINGS CO ADR,Pink Limited,29.970000,0.009771,42169,ADRs,Japan,
FRZCF,FRASERS CENTREPOINT TRUST,Pink Limited,1.730000,,0,Foreign Ordinary Shares,Singapore,
SSREF,SWISS RE LTD ORD,Pink Limited,160.886000,0.023773,100,Foreign Ordinary Shares,Switzerland,
SSREY,SWISS RE LTD S/ADR,Pink Limited,40.340000,0.017402,65491,ADRs,Switzerland,
ZLME,ZHANLING INTL LTD,Pink Limited,0.070000,,0,Common Stock,USA,Nevada
LFSWF,LIFEIST WELLNESS INC,OTCQB,0.031000,,245,Foreign Ordinary Shares,Canada,British Columbia
SYNNF,SYMPHONY INTL HLDGS ORD,Pink Limited,0.460000,,0,Foreign Ordinary Shares,British Virgin Islands,
QWTR,QUEST WATER GLOBAL INC,Pink Limited,0.029000,-0.059968,2491,Common Stock,Canada,British Columbia
NGPHF,NORTHERN GRAPHITE ORD,OTCQB,0.223100,0.098257,285635,Foreign Ordinary Shares,Canada,Ontario
CKDXF,OPTHEA LTD ORD,Pink Limited,0.440000,,0,Foreign Ordinary Shares,USA,New York
OPTEY,OPTHEA LTD SPNS/ADR,Pink Limited,0.025100,-0.483007,168,ADRs,USA,New York
GBNXF,GIBSON ENERGY INC,Pink Limited,20.040000,0.011917,4632,Foreign Ordinary Shares,Canada,Alberta
GBNXY,GIBSON ENERGY INC U/ADR,Pink Limited,0.000000,,0,ADRs,Canada,Alberta
LTGHF,LIFE HEALTHCARE GRP HLDGS,Pink Limited,0.787500,,0,Foreign Ordinary Shares,South Africa,
ILHMF,ILC CRITICAL MINERALS LTD,OTCQB,0.021300,-0.180769,227875,Foreign Ordinary Shares,Canada,British Columbia
RIHT,RIGHTSCORP INC,OTCID,0.004000,-0.428571,120500,Common Stock,USA,California
HCGI,HUNTWICKE CAPITAL GROUP,OTCID,6.150000,,0,Common Stock,USA,Massachusetts
NMREF,NAMIBIA CRITICAL METALS,OTCQB,0.196990,-0.153095,161130,Foreign Ordinary Shares,Canada,Nova Scotia
HGRVF,HARGREAVES SERVICES ORD,Pink Limited,7.330000,,0,Foreign Ordinary Shares,United Kingdom,
NWHUF,NORTHWEST HEALTHCARE PPTY,Pink Limited,4.210000,,19320,Units,Canada,Ontario
ADPXF,AUDIO PIXELS HLDGS ORD,Pink Limited,7.100000,,0,Foreign Ordinary Shares,Australia,New South Wales
ADPXY,AUDIO PIXELS HLDGS S/ADR,Pink Limited,5.110000,,0,ADRs,Australia,New South Wales
ATNNF,AUTONEUM HOLDING AG,Pink Limited,188.000000,,0,Foreign Ordinary Shares,,
FINBF,FINBAR GROUP LTD,Pink Limited,1.160000,,0,Foreign Ordinary Shares,Australia,Western Australia
CBCFF,CALBEE INC ORD,Pink Limited,23.000000,,0,Foreign Ordinary Shares,Japan,
CLBEY,CALBEE INC UNSP/ADR,Pink Limited,4.715500,-0.005169,102,ADRs,Japan,
GLCNF,GLENCORE XSTRATA PLC ORD,Pink Limited,7.050000,0.014243,42858,Foreign Ordinary Shares,Switzerland,
GLNCY,GLENCORE PLC UNSP/ADR,Pink Limited,14.050000,0.009339,656758,ADRs,Switzerland,
MMNGF,METALLIC MINERALS CORP,OTCQB,0.320000,0.000000,528827,Foreign Ordinary Shares,Canada,British Columbia
ASTVF,AUSTEVOLL SEAFOOD ASA ORD,Pink Limited,9.750000,0.002055,200,Foreign Ordinary Shares,Norway,
PTFRF,PT TOWER BRSM INFSTRSTR,Pink Limited,0.100000,,0,Foreign Ordinary Shares,Indonesia,
ARHVF,ARCHER LTD,Pink Limited,2.250000,,0,Foreign Ordinary Shares,Norway,
LTGHY,LIFE HLTHCRE GRP USP/ADR,Pink Limited,2.910000,0.046763,95897,ADRs,South Africa,
NTRR,NEUTRA CORPORATION,OTCID,0.000100,0.000000,2945737,Common Stock,USA,Texas
VISL,VISLINK TECHNOLOGIES INC,OTCQB,1.870000,,72,Common Stock,USA,New Jersey
TKAMY,THYSSENKRUPP AG S/ADR,Pink Limited,13.420000,-0.001488,55823,ADRs,Germany,
TYEKF,THYSSEN KRUPP AG DORF,Pink Limited,13.369500,0.054169,650,Foreign Ordinary Shares,Germany,
MKMIF,MURAKAMI CORP,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Japan,
DKDRF,NEWMED ENERGY LTD,Pink Limited,6.100000,,3077,Foreign Ordinary Shares,Israel,
FTUAF,FULLER SMITH & TURNER  A,Pink Limited,13.927450,,0,Foreign Ordinary Shares,United Kingdom,
LSIHF,LAI SUN GARMENT INTL,Pink Limited,0.060000,,0,Foreign Ordinary Shares,Hong Kong,
LWCL,LEWIS & CLARK BANCORP,OTCID,40.000000,-0.069767,2100,Common Stock,USA,Oregon
MCHVF,MGM CHINA HOLDINGS ORD,Pink Limited,1.610000,,0,Foreign Ordinary Shares,Cayman Islands,
MCHVY,MGM CHINA HLDGS UNSP/ADR,Pink Limited,17.500000,,19,ADRs,Cayman Islands,
OMMSF,OMINECA MINING & MTLS ORD,Pink Limited,0.064200,0.023923,42555,Foreign Ordinary Shares,Canada,Saskatchewan
AGSS,AMERIGUARD SECURITY SVC,OTCQB,0.023500,0.021650,107475,Common Stock,USA,California
